"","review"
"10063","121"
"10064","3"
"10065","26"
"10066","0"
"10067","839"
"10068","en"
"10069","nice staff nice staff good continental breakfast great location near french market good restaurants walking distance room stayed size walk closet bathroom extremely tiny hardly water pressure large crack door outside room close properly told larger nicer rooms premises none available time suggest considering frenchmen time ask specific questions accomodations night room"
"10070","18.7591009140015"
"10071","5"
"10072","9"
"10073","27"
"10074","0"
"10075","121"
"10076","3"
"10077","26"
"10078","0"
"10079","840"
"10080","en"
"10081","terrible husband stayed frenchmen january worst hotel stayed floors dirty furniture old ugly roaches bathroom left hotel left pillow called hotel asked send agreed sent pillow calling times talking manager agreed send stay"
"10082","18.7591559886932"
"10083","5"
"10084","9"
"10085","27"
"10086","0"
"10087","121"
"10088","3"
"10089","26"
"10090","0"
"10091","841"
"10092","en"
"10093","great place great price visit new orleans year stayed frenchmen twice love place looking true feel new orleans stay small quaint like frenchmen offer free breakfast free parking parking little bit pain area small courtyard nice pool rooms clean location close mississippi end french quarter hotel close french market room "
"10094","18.7592270374298"
"10095","5"
"10096","9"
"10097","27"
"10098","0"
"10099","121"
"10100","3"
"10101","26"
"10102","0"
"10103","842"
"10104","en"
"10105"," problems stayed frenchmen loved think important mind establishment luxury hotel try present room small place sleep use shower nt spent time room room neat clean serviced day pool small courtyard area worked just fine far cooling day quarter jacuzzi running plenty hot spoke night desk clerk stated new general manager took weeks ago working getting things running efficiently ca nt beat location felt price reasonable note woman traveling felt perfectly safe staying ground floor room definitely plan staying trip"
"10106","18.7592830657959"
"10107","5"
"10108","9"
"10109","27"
"10110","0"
"10111","121"
"10112","3"
"10113","26"
"10114","0"
"10115","843"
"10116","en"
"10117","good location adequate hotel embassy suitebiltmore fine place stay expectations nt high proslocation convienent airport downtown shopping restruants nice flat screen tv room consthe staff just ok asked places eat referred large chains neighborhood internet wireless fair connection note costs extra diamond members easily accessible electrical outlets bedroom"
"10118","18.7593519687653"
"10119","5"
"10120","9"
"10121","27"
"10122","0"
"10123","121"
"10124","3"
"10125","26"
"10126","0"
"10127","844"
"10128","en"
"10129","great hotel great hotel son age absolutely captivated fish turtles atrium able feed request desk food breakfasts awesome saving minimum day stayed days savings cocktail hour s nice relaxinga nice touch steakhouse awesome thanks george food service great yes lots renovation going noise heard outdoor pool chilly beautiful area guests use bit outdated kept jamming checking emails room great loved come weight room helped work coktails popcorn thanks"
"10130","18.7593998908997"
"10131","5"
"10132","9"
"10133","27"
"10134","0"
"10135","121"
"10136","3"
"10137","26"
"10138","0"
"10139","845"
"10140","en"
"10141","wonderful place stay family stayed embassy suites nights past month wedding definitely stay complimentary breakfast wonderful order omelets imagine enjoyed complimentary happy hour night outdoor swimming pool beautiful atriumlobby japanese fish great location"
"10142","18.7594819068909"
"10143","5"
"10144","9"
"10145","27"
"10146","0"
"10147","121"
"10148","3"
"10149","26"
"10150","0"
"10151","846"
"10152","en"
"10153"," bad open minded set time hotel gets bad reviews understand set bit time used modern facilites big rooms fancy things stayed past saturday overall stay trust hotel snob took really enjoyed stay place clean staff extremely friendly yes room small bathroom smaller era charge parking block hyatt corner charges walk wo nt kill bar area nice place chill great staff cheap shelf drinks open minded stay bad place years old gk"
"10154","18.7595360279083"
"10155","5"
"10156","9"
"10157","27"
"10158","0"
"10159","121"
"10160","3"
"10161","26"
"10162","0"
"10163","847"
"10164","en"
"10165","avoid plague phoenix april concert stayed hotel san carlos night admit bit worried location sister got worried understatement large concentration homeless people outside hotel agressive nt moneysome streets hotel closed construction person know phoenix driving long time finding place parkparking hotel chase tower underground tunnel use inconvenient especially events held convention center car ends higher floorthe hotel desperate need little renovation starting elevator people elevator problably plummet way horrible noise got room thing noticed neighbors room actually hear conversation degrees phoenix day hotel central air conditioning controled staff absolutely disgusting came concert park higher floors chase tower time people getting civic center event took forever cross street finally got noticed lot homeless people sidewalk panhandling got scared kind agressive actually run inside hotel went bed needless say nt sleep people room talking laughing night long bad air conditioning bar street really loud music hard bed continental breakfast just definetly pay little extra stay hyatt wish best stay hotel san carlos leaving"
"10166","18.7596030235291"
"10167","5"
"10168","9"
"10169","27"
"10170","0"
"10171","121"
"10172","3"
"10173","26"
"10174","0"
"10175","848"
"10176","en"
"10177","good service aware hotel haunted till checked stayed nights personal experience felt seen ghost slept peacefully stories abound ghost guest book reception accounts service hotel warm cordial historic hotel antiques elevator switch buttons paintings celebrity guestrooms weird experience knocks door taking bath deadbolted room knock persistent opened door body benefit doubt mistaken knock neighbouring room door lingering feeling knock quite clear mistaken paul watson"
"10178","18.7596609592438"
"10179","5"
"10180","9"
"10181","27"
"10182","0"
"10183","121"
"10184","3"
"10185","26"
"10186","0"
"10187","849"
"10188","en"
"10189","high hopes disappointing ca nt say place horrendous previous reviewers quite disappointed came frosty pennsylvania absolutely loved warmer weather city came small room san carlos really beneficial ca nt adjust temperature particularly warm air comes vent yes beware hot water pressure changes sign odd reminded college dorms sheets somewhat stained bathroom floor dirty major issue hear going rooms sleep nt easy achieve beginning change hotesl hyatt continental breakfast nice pricey hyatt nt offer"
"10190","18.7597239017487"
"10191","5"
"10192","9"
"10193","27"
"10194","0"
"10195","121"
"10196","3"
"10197","26"
"10198","0"
"10199","850"
"10200","en"
"10201","nt stay travel lot united states europe business pleasure shocked appalled state property carpet stained sheets small bed kept coming television reception snowy channels furniture outlet issues tolerable bathroom worse sink toilet showertub drains handles rusted oxidized tile cracked grout black mildew tiny plastic shower head offered trickle water pressure permanent sign underneath warned patrons decrease water pressure accompanied increase temperature addition colleagues similar problems roomsmy home built great appreciation older architecture generally high tolerance unknowns happen types places place disgusting"
"10202","18.7597959041595"
"10203","5"
"10204","9"
"10205","27"
"10206","0"
"10207","121"
"10208","3"
"10209","26"
"10210","0"
"10211","851"
"10212","en"
"10213","nice hotel quite ritz carlton standards rc phx nice hotel appearance quite nice looks like high rise hotel outside lobby decorated christmas beautifully arrival check good desk polite addressed mr arriving room somewhat typical rc standards room smaller room king bed mountain view read view shopping mall accross street driveway hotel room clean bathroom small compared rcs appropriate amenities shampoo desk shampoo ready shower nt locate given bottles shower gel shampoo thought really standards checked prior arrival night stay lunch day meeting room asked additional tuna sandwiches meeting room attendant left came tell tuna grilled tuna steak sandwiches ritz carlton sushi bar main restaurant run tuna proceeded downstairs restaurant meeting saw pleant tuna sushi bar quite disappointed hotel tell ran tuna just nt want bothered making sandwich balance stay good club bar quite nice staff attentive excellent restaurants walking distance mortons houstons capital grille staying celebrities guests saw charles barkley bar marley marley guest yes dog acdc staying concert stay nice hotel rooms bathrooms small opinion quite normal rc standards service generally good quite typical rc standard guest beds great comfortable meeting rooms appointed nicely say stay work hotel truly excellent just good just sure appear"
